清单编码(9位),完整编码,项目名称,二级分类,三级分类,是否已映射,映射材料名,匹配类型,相似度,备注
030505008,030505008,扩声、会议系统级间调试,建筑智能化工程,音频、视频系统,否,,,,待补全
030505009,030505009,扩声、会议系统调试及试运行,建筑智能化工程,音频、视频系统,否,,,,待补全
030505010,030505010,扩声、会议系统测量,建筑智能化工程,音频、视频系统,否,,,,待补全
030505011,030505011,公共广播、背景音乐系统设备,建筑智能化工程,音频、视频系统,否,,,,待补全
030505012,030505012,公共广播、背景音乐系统调试及试运行,建筑智能化工程,音频、视频系统,否,,,,待补全
030505013,030505013,公共广播、背景音乐系统测量,建筑智能化工程,音频、视频系统,否,,,,待补全
030505014,030505014,信号采集设备,建筑智能化工程,音频、视频系统,是,信号阀,fuzzy_name,72.0,
030505015,030505015,信号处理设备,建筑智能化工程,音频、视频系统,是,信号阀,fuzzy_name,72.0,
030505016,030505016,显示设备,建筑智能化工程,音频、视频系统,否,,,,待补全
030505018,030505018,录编设备,建筑智能化工程,音频、视频系统,是,工艺Ⅱ(录设备1),fuzzy_name,67.5,
030505019,030505019,视频系统调试及试运行,建筑智能化工程,音频、视频系统,否,,,,待补全
030505020,030505020,视频系统测量,建筑智能化工程,音频、视频系统,否,,,,待补全
031401001,031401001,脚手架,措施项目,专业措施项目,是,脚手架,exact_name,100.0,
031401002,031401002,大型机械设备进出场及安拆,措施项目,专业措施项目,否,,,,待补全
031401003,031401003,临时专用防护棚,措施项目,专业措施项目,否,,,,待补全
031401004,031401004,施工操作平台,措施项目,专业措施项目,否,,,,待补全
031401005,031401005,临时支撑架,措施项目,专业措施项目,否,,,,待补全
031401006,031401006,隧道内临时施工的通风、供水、供气、供电、照明及通信设施,措施项目,专业措施项目,否,,,,待补全
031401007,031401007,吊装加固,措施项目,专业措施项目,否,,,,待补全
031401008,031401008,胎(模)具,措施项目,专业措施项目,否,,,,待补全
031401009,031401009,安全生产,措施项目,专业措施项目,否,,,,待补全
031401010,031401010,文明施工,措施项目,专业措施项目,否,,,,待补全
031401011,031401011,环境保护,措施项目,专业措施项目,否,,,,待补全
031401012,031401012,临时设施,措施项目,专业措施项目,否,,,,待补全
031401013,031401013,二次搬运,措施项目,专业措施项目,否,,,,待补全
031401014,031401014,既有建(构)筑物、设施保护,措施项目,专业措施项目,是,保护套,fuzzy_name,72.0,
031401015,031401015,已完工程及设备保护,措施项目,专业措施项目,是,保护套,fuzzy_name,72.0,
031401016,031401016,顶升、提升装置,措施项目,专业措施项目,否,,,,待补全
031401017,031401017,特殊地区施工增加,措施项目,专业措施项目,否,,,,待补全
031401018,031401018,安装与生产运行同时进行施工防护,措施项目,专业措施项目,是,安装片,fuzzy_name,72.0,
031401019,031401019,有害身体健康环境中施工防护,措施项目,专业措施项目,是,防护网,fuzzy_name,72.0,
031401020,031401020,夜间施工增加费,措施项目,专业措施项目,是,加工费,fuzzy_name,72.0,
031401021,031401021,冬雨季施工增加,措施项目,专业措施项目,否,,,,待补全
031401022,031401022,其他措施,措施项目,专业措施项目,否,,,,待补全
030113001,030113001,热力机组,机械设备安装工程,其他机械安装,否,,,,待补全
030113002,030113002,润滑油处理设备,机械设备安装工程,其他机械安装,否,,,,待补全
030113003,030113003,膨胀机,机械设备安装工程,其他机械安装,是,膨胀混凝土,fuzzy_name,72.0,
030113004,030113004,柴油机,机械设备安装工程,其他机械安装,否,,,,待补全
030113005,030113005,柴油发电机组,机械设备安装工程,其他机械安装,否,,,,待补全
030113006,030113006,电动机,机械设备安装工程,其他机械安装,否,,,,待补全
030113007,030113007,电动发电机组,机械设备安装工程,其他机械安装,否,,,,待补全
030113008,030113008,储气罐,机械设备安装工程,其他机械安装,否,,,,待补全
030113009,030113009,乙炔发生器,机械设备安装工程,其他机械安装,否,,,,待补全
030113010,030113010,水压机蓄势罐,机械设备安装工程,其他机械安装,否,,,,待补全
030113011,030113011,空气分离塔,机械设备安装工程,其他机械安装,否,,,,待补全
030113012,030113012,小型制氧机附属设备,机械设备安装工程,其他机械安装,否,,,,待补全
030113022,030113022,风力发电机,机械设备安装工程,其他机械安装,否,,,,待补全
030113023,030113023,设备减震台座,机械设备安装工程,其他机械安装,否,,,,待补全
030101001,030101001,机床,机械设备安装工程,切削设备安装,否,,,,待补全
030101002,030101002,跑车带锯机,机械设备安装工程,切削设备安装,否,,,,待补全
030101003,030101003,带锯机保护罩制作与安装,机械设备安装工程,切削设备安装,是,安装片,fuzzy_name,72.0,
030112001,030112001,冷水机组,机械设备安装工程,制冷设备安装,否,,,,待补全
030112002,030112002,制冰设备,机械设备安装工程,制冷设备安装,否,,,,待补全
030112003,030112003,热泵机组,机械设备安装工程,制冷设备安装,否,,,,待补全
030112004,030112004,溴化锂吸收式制冷机,机械设备安装工程,制冷设备安装,否,,,,待补全
030112005,030112005,冷风机,机械设备安装工程,制冷设备安装,是,风机就地检修箱,fuzzy_name,72.0,
030112006,030112006,冷却塔,机械设备安装工程,制冷设备安装,是,冷却塔,exact_name,100.0,
030112013,030112013,冷凝器,机械设备安装工程,制冷设备安装,是,冷凝容器,fuzzy_name,85.7,
030112014,030112014,蒸发器,机械设备安装工程,制冷设备安装,是,蒸汽发生器,fuzzy_name,75.0,
030112015,030112015,贮液器(排液桶),机械设备安装工程,制冷设备安装,否,,,,待补全
030112016,030112016,集油器,机械设备安装工程,制冷设备安装,是,自动刮油隔油器,fuzzy_name,72.0,
030112017,030112017,紧急泄氨器,机械设备安装工程,制冷设备安装,否,,,,待补全
030112018,030112018,油视镜,机械设备安装工程,制冷设备安装,是,玻璃管视镜,fuzzy_name,72.0,
030112019,030112019,分离器,机械设备安装工程,制冷设备安装,是,分离式液压起顶机,fuzzy_name,72.0,
030112020,030112020,过滤器,机械设备安装工程,制冷设备安装,是,过滤器,exact_name,100.0,
030112021,030112021,中间冷却器,机械设备安装工程,制冷设备安装,否,,,,待补全
030110001,030110001,压缩机,机械设备安装工程,压缩机安装,是,压缩机谷轮涡旋,partial_match,83.6,
030109001,030109001,泵,机械设备安装工程,泵安装,否,,,,待补全
030111001,030111001,煤气发生炉,机械设备安装工程,煤气发生设备安装,是,煤气管,fuzzy_name,72.0,
030111002,030111002,洗涤塔,机械设备安装工程,煤气发生设备安装,否,,,,待补全
030111003,030111003,电气滤清器,机械设备安装工程,煤气发生设备安装,否,,,,待补全
030111004,030111004,竖管,机械设备安装工程,煤气发生设备安装,否,,,,待补全
030111005,030111005,附属设备,机械设备安装工程,煤气发生设备安装,否,,,,待补全
030111006,030111006,附属容器构件,机械设备安装工程,煤气发生设备安装,否,,,,待补全
030107001,030107001,交流电梯,机械设备安装工程,电梯安装,否,,,,待补全
030107002,030107002,直流电梯,机械设备安装工程,电梯安装,否,,,,待补全
030107003,030107003,杂货电梯,机械设备安装工程,电梯安装,否,,,,待补全
030107004,030107004,观光电梯,机械设备安装工程,电梯安装,否,,,,待补全
030107005,030107005,液压电梯,机械设备安装工程,电梯安装,否,,,,待补全
030107006,030107006,自动扶梯,机械设备安装工程,电梯安装,否,,,,待补全
030107007,030107007,自动人行道,机械设备安装工程,电梯安装,否,,,,待补全
030107008,030107008,轮椅升降台,机械设备安装工程,电梯安装,否,,,,待补全
030105001,030105001,起重机轨道,机械设备安装工程,起重机轨道安装,否,,,,待补全
030104001,030104001,桥式起重机,机械设备安装工程,起重设备安装,否,,,,待补全
030104002,030104002,吊钩门式起重机,机械设备安装工程,起重设备安装,否,,,,待补全
030104003,030104003,梁式起重机,机械设备安装工程,起重设备安装,否,,,,待补全
030104004,030104004,电动壁行悬臂挂式起重机,机械设备安装工程,起重设备安装,否,,,,待补全
030104005,030104005,旋臂壁式起重机,机械设备安装工程,起重设备安装,否,,,,待补全
030104006,030104006,旋臂立柱式起重机,机械设备安装工程,起重设备安装,否,,,,待补全
030104007,030104007,电动葫芦,机械设备安装工程,起重设备安装,否,,,,待补全
030104008,030104008,单轨小车,机械设备安装工程,起重设备安装,否,,,,待补全
030106001,030106001,斗式提升机,机械设备安装工程,输送设备安装,否,,,,待补全
030106002,030106002,刮板输送机,机械设备安装工程,输送设备安装,否,,,,待补全
030106003,030106003,板(裙)式输送机,机械设备安装工程,输送设备安装,否,,,,待补全
030106004,030106004,悬挂输送机,机械设备安装工程,输送设备安装,否,,,,待补全
030106005,030106005,固定式胶带输送机,机械设备安装工程,输送设备安装,否,,,,待补全
030106006,030106006,螺旋输送机,机械设备安装工程,输送设备安装,否,,,,待补全
030106007,030106007,卸矿车,机械设备安装工程,输送设备安装,否,,,,待补全
030106008,030106008,皮带秤,机械设备安装工程,输送设备安装,否,,,,待补全
030103001,030103001,砂处理设备,机械设备安装工程,铸造设备安装,否,,,,待补全
030103002,030103002,造型设备,机械设备安装工程,铸造设备安装,否,,,,待补全
030103003,030103003,制芯设备,机械设备安装工程,铸造设备安装,否,,,,待补全
030103004,030103004,落砂设备,机械设备安装工程,铸造设备安装,否,,,,待补全
030103005,030103005,清理设备,机械设备安装工程,铸造设备安装,否,,,,待补全
030103006,030103006,金属型铸造设备,机械设备安装工程,铸造设备安装,否,,,,待补全
030103007,030103007,材料准备设备,机械设备安装工程,铸造设备安装,否,,,,待补全
030103008,030103008,抛丸清理室,机械设备安装工程,铸造设备安装,否,,,,待补全
030103009,030103009,铸铁平台,机械设备安装工程,铸造设备安装,否,,,,待补全
030102001,030102001,机械压力机,机械设备安装工程,锻压设备安装,否,,,,待补全
030102002,030102002,液压机,机械设备安装工程,锻压设备安装,否,,,,待补全
030102003,030102003,自动锻压机,机械设备安装工程,锻压设备安装,否,,,,待补全
030102004,030102004,锻锤,机械设备安装工程,锻压设备安装,否,,,,待补全
030102005,030102005,剪切机,机械设备安装工程,锻压设备安装,否,,,,待补全
030102006,030102006,弯曲校正机,机械设备安装工程,锻压设备安装,否,,,,待补全
030102007,030102007,锻造水压机,机械设备安装工程,锻压设备安装,否,,,,待补全
030108001,030108001,风机,机械设备安装工程,风机安装,否,,,,待补全
030910001,030910001,灭火器,消防工程,其他消防器具,是,灭火器,exact_name,100.0,
030910002,030910002,灭火器箱,消防工程,其他消防器具,是,灭火器箱,exact_name,100.0,
030910003,030910003,超细干粉灭火装置,消防工程,其他消防器具,否,,,,待补全
030910004,030910004,自给正压式空气呼吸器,消防工程,其他消防器具,是,自给式正压空气呼吸器,fuzzy_name,90.0,
030902001,030902001,无缝钢管,消防工程,气体灭火系统,否,,,,待补全
030902002,030902002,不锈钢管,消防工程,气体灭火系统,否,,,,待补全
030902003,030902003,钢制管件,消防工程,气体灭火系统,否,,,,待补全
030902004,030902004,不锈钢管管件,消防工程,气体灭火系统,是,不锈钢管,partial_match,93.3,
030902005,030902005,气体驱动装置管道,消防工程,气体灭火系统,否,,,,待补全
030902006,030902006,选择阀,消防工程,气体灭火系统,否,,,,待补全
030902007,030902007,气体喷头,消防工程,气体灭火系统,否,,,,待补全
030902008,030902008,贮存装置,消防工程,气体灭火系统,否,,,,待补全
030902009,030902009,称重检漏装置,消防工程,气体灭火系统,否,,,,待补全
030902010,030902010,无管网气体灭火装置,消防工程,气体灭火系统,是,无缝管,fuzzy_name,72.0,
030902011,030902011,泄压装置,消防工程,气体灭火系统,是,消火栓、自喷稳压装置,fuzzy_name,77.1,
030901001,030901001,水喷淋钢管,消防工程,水灭火系统,否,,,,待补全
030901002,030901002,消火栓钢管,消防工程,水灭火系统,否,,,,待补全
030901003,030901003,水喷淋(雾)喷头,消防工程,水灭火系统,否,,,,待补全
030901004,030901004,报警装置,消防工程,水灭火系统,否,,,,待补全
030901005,030901005,温感式水幕装置,消防工程,水灭火系统,否,,,,待补全
030901006,030901006,水流指示器,消防工程,水灭火系统,否,,,,待补全
030901007,030901007,减压孔板,消防工程,水灭火系统,否,,,,待补全
030901008,030901008,末端试水装置,消防工程,水灭火系统,否,,,,待补全
030901009,030901009,集热盘,消防工程,水灭火系统,否,,,,待补全
030901010,030901010,室内消火栓,消防工程,水灭火系统,否,,,,待补全
030901011,030901011,室外消火栓,消防工程,水灭火系统,否,,,,待补全
030901012,030901012,消防水泵接合器,消防工程,水灭火系统,否,,,,待补全
030901013,030901013,消防水炮,消防工程,水灭火系统,否,,,,待补全
030901014,030901014,高压细水雾区域阀,消防工程,水灭火系统,否,,,,待补全
030903001,030903001,泡沫发生器,消防工程,泡沫灭火系统,是,水轮机式泡沫发生器,partial_match,86.1,
030903002,030903002,泡沫比例混合器,消防工程,泡沫灭火系统,否,,,,待补全
030903003,030903003,泡沫液贮罐,消防工程,泡沫灭火系统,否,,,,待补全
030908001,030908001,状态监控主机,消防工程,消防电源监控系统,是,中控主机,fuzzy_name,77.1,
030908002,030908002,电流传感器,消防工程,消防电源监控系统,是,电流互感器,fuzzy_name,80.0,
030908003,030908003,电压传感器,消防工程,消防电源监控系统,是,互感器,fuzzy_name,72.0,
030909001,030909001,水灭火控制装置调试,消防工程,消防系统调试,否,,,,待补全
030909002,030909002,气体灭火系统装置调试,消防工程,消防系统调试,否,,,,待补全
030909003,030909003,自动报警系统调试,消防工程,消防系统调试,否,,,,待补全
030909004,030909004,消防广播系统调试,消防工程,消防系统调试,是,消防栓,fuzzy_name,72.0,
030909005,030909005,消防电话系统调试,消防工程,消防系统调试,是,消防栓,fuzzy_name,72.0,
030909006,030909006,防火控制装置调试,消防工程,消防系统调试,是,防火板,fuzzy_name,72.0,
030909007,030909007,空气采样探测报警系统调试,消防工程,消防系统调试,是,空气采样主机,fuzzy_name,72.0,
030909008,030909008,防火门监控系统调试,消防工程,消防系统调试,是,防火门锁,fuzzy_name,77.1,
030909009,030909009,电气火灾监控系统调试,消防工程,消防系统调试,是,电暖气,fuzzy_name,72.0,
030909010,030909010,消防电源监控系统调试,消防工程,消防系统调试,是,消防栓,fuzzy_name,72.0,
030904001,030904001,点型探测器,消防工程,火灾自动报警系统,否,,,,待补全
030904002,030904002,线型探测器,消防工程,火灾自动报警系统,否,,,,待补全
030904003,030904003,按钮,消防工程,火灾自动报警系统,否,,,,待补全
030904004,030904004,声光报警器,消防工程,火灾自动报警系统,是,报警器,partial_match,92.0,
030904005,030904005,消防报警电话插孔(电话),消防工程,火灾自动报警系统,否,,,,待补全
030904006,030904006,消防广播(扬声器),消防工程,火灾自动报警系统,否,,,,待补全
030904007,030904007,消防模块,消防工程,火灾自动报警系统,否,,,,待补全
030904008,030904008,消防模块箱(端子箱、手报箱),消防工程,火灾自动报警系统,否,,,,待补全
030904009,030904009,区域报警控制器,消防工程,火灾自动报警系统,是,报警控制器,partial_match,94.3,
030904010,030904010,楼层火灾显示器,消防工程,火灾自动报警系统,否,,,,待补全
030904011,030904011,远程控制器,消防工程,火灾自动报警系统,否,,,,待补全
030904012,030904012,火灾报警系统控制主机,消防工程,火灾自动报警系统,是,中控主机,fuzzy_name,67.5,
030904013,030904013,联动控制主机,消防工程,火灾自动报警系统,是,中控主机,fuzzy_name,67.5,
030904014,030904014,消防广播及对讲电话主机,消防工程,火灾自动报警系统,否,,,,待补全
030904015,030904015,火灾报警控制微机,消防工程,火灾自动报警系统,是,火灾报警控制器(联动型),fuzzy_name,77.1,
030904016,030904016,备用电源及电池主机,消防工程,火灾自动报警系统,否,,,,待补全
030904017,030904017,报警联动一体机,消防工程,火灾自动报警系统,是,报警器,fuzzy_name,72.0,
030904018,030904018,机柜,消防工程,火灾自动报警系统,否,,,,待补全
030907001,030907001,监控主机,消防工程,电气火灾监控系统,是,中控主机,fuzzy_name,75.0,
030907002,030907002,剩余电流式监控探测器,消防工程,电气火灾监控系统,是,探测器底座,fuzzy_name,67.5,
030907003,030907003,测温式监控探测器,消防工程,电气火灾监控系统,是,测温仪,fuzzy_name,72.0,
030907004,030907004,温度传感器,消防工程,电气火灾监控系统,是,空调系统 风管式温度传感器,partial_match,82.7,
030907005,030907005,隔离器,消防工程,电气火灾监控系统,是,地址模块(自带短路隔离器),partial_match,79.6,
030905001,030905001,吸气式烟雾探测器,消防工程,空气采样探测报警系统,否,,,,待补全
030905002,030905002,空气采样管,消防工程,空气采样探测报警系统,否,,,,待补全
030906001,030906001,防火门监控主机,消防工程,防火门监控报警系统,否,,,,待补全
030906002,030906002,防火门监控器,消防工程,防火门监控报警系统,否,,,,待补全
030906003,030906003,监控模块,消防工程,防火门监控报警系统,是,四联四键控制模块,fuzzy_name,67.5,
030228000,0302280006,重整器,热力设备安装工程,三联供锅炉铺助设备安装,否,,,,待补全
030228001,030228001,燃气发电机,热力设备安装工程,三联供锅炉铺助设备安装,是,发电机,partial_match,92.0,
030228002,030228002,压气机,热力设备安装工程,三联供锅炉铺助设备安装,是,新风换气机,fuzzy_name,72.0,
030228003,030228003,燃烧室,热力设备安装工程,三联供锅炉铺助设备安装,否,,,,待补全
030228004,030228004,吸收式制冷机,热力设备安装工程,三联供锅炉铺助设备安装,否,,,,待补全
030228005,030228005,回热器,热力设备安装工程,三联供锅炉铺助设备安装,是,远置式散热器,fuzzy_name,72.0,
030228007,030228007,气液分离器,热力设备安装工程,三联供锅炉铺助设备安装,否,,,,待补全
030228008,030228008,补燃器,热力设备安装工程,三联供锅炉铺助设备安装,否,,,,待补全
030228009,030228009,水槽(罐),热力设备安装工程,三联供锅炉铺助设备安装,否,,,,待补全
030228010,030228010,阀件,热力设备安装工程,三联供锅炉铺助设备安装,是,管道、管阀件,partial_match,81.7,
030228011,030228011,风门,热力设备安装工程,三联供锅炉铺助设备安装,否,,,,待补全
030215001,030215001,皮带机,热力设备安装工程,上煤设备安装,否,,,,待补全
030215002,030215002,配仓皮带机,热力设备安装工程,上煤设备安装,否,,,,待补全
030215003,030215003,输煤转运站落煤设备,热力设备安装工程,上煤设备安装,否,,,,待补全
030215004,030215004,皮带秤,热力设备安装工程,上煤设备安装,否,,,,待补全
030215005,030215005,机械采样装置及除木器,热力设备安装工程,上煤设备安装,否,,,,待补全
030215006,030215006,电动犁式卸料器,热力设备安装工程,上煤设备安装,否,,,,待补全
030215007,030215007,电动卸料车,热力设备安装工程,上煤设备安装,否,,,,待补全
030215008,030215008,电磁分离器,热力设备安装工程,上煤设备安装,否,,,,待补全
030207001,030207001,扩容器,热力设备安装工程,中(高)压锅炉其他辅助设备安装,否,,,,待补全
030207002,030207002,消音器,热力设备安装工程,中(高)压锅炉其他辅助设备安装,否,,,,待补全
030207003,030207003,暖风器,热力设备安装工程,中(高)压锅炉其他辅助设备安装,否,,,,待补全
030207004,030207004,测粉装置,热力设备安装工程,中(高)压锅炉其他辅助设备安装,否,,,,待补全
030207005,030207005,煤粉分离器,热力设备安装工程,中(高)压锅炉其他辅助设备安装,否,,,,待补全
030205001,030205001,磨煤机,热力设备安装工程,中(高)压锅炉制粉系统安装,否,,,,待补全
030205002,030205002,给煤机,热力设备安装工程,中(高)压锅炉制粉系统安装,否,,,,待补全
030205003,030205003,叶轮给粉机,热力设备安装工程,中(高)压锅炉制粉系统安装,否,,,,待补全
030205004,030205004,螺旋输粉机,热力设备安装工程,中(高)压锅炉制粉系统安装,否,,,,待补全
030201001,030201001,钢炉架,热力设备安装工程,中(高)压锅炉本体设备安装,否,,,,待补全
030201002,030201002,汽包,热力设备安装工程,中(高)压锅炉本体设备安装,否,,,,待补全
030201003,030201003,水冷系统,热力设备安装工程,中(高)压锅炉本体设备安装,否,,,,待补全
030201004,030201004,过热系统,热力设备安装工程,中(高)压锅炉本体设备安装,否,,,,待补全
030201005,030201005,省煤器,热力设备安装工程,中(高)压锅炉本体设备安装,否,,,,待补全
030201006,030201006,管式空气预热器,热力设备安装工程,中(高)压锅炉本体设备安装,否,,,,待补全
030201007,030201007,回转式空气预热器,热力设备安装工程,中(高)压锅炉本体设备安装,否,,,,待补全
030201008,030201008,旋风分离器(循环流化床锅炉),热力设备安装工程,中(高)压锅炉本体设备安装,否,,,,待补全
030201009,030201009,本体管路系统,热力设备安装工程,中(高)压锅炉本体设备安装,否,,,,待补全
030201010,030201010,锅炉本体金属结构,热力设备安装工程,中(高)压锅炉本体设备安装,否,,,,待补全
030201011,030201011,锅炉本体平台扶梯,热力设备安装工程,中(高)压锅炉本体设备安装,否,,,,待补全
030201012,030201012,炉排及燃烧装置,热力设备安装工程,中(高)压锅炉本体设备安装,否,,,,待补全
030201013,030201013,除渣装置,热力设备安装工程,中(高)压锅炉本体设备安装,否,,,,待补全
030201014,030201014,煨制、焊接锅炉基础钢筋,热力设备安装工程,中(高)压锅炉本体设备安装,否,,,,待补全
030202001,030202001,锅炉清洗及试验,热力设备安装工程,中(高)压锅炉清洗及试验,否,,,,待补全
030208001,030208001,敷管式及膜式水冷壁炉墙和框架式炉墙,热力设备安装工程,中(高)压锅炉炉墙砌筑,否,,,,待补全
030208002,030208002,循环流化床锅炉旋风分离器内衬,热力设备安装工程,中(高)压锅炉炉墙砌筑,否,,,,待补全
030208003,030208003,炉墙耐火砖,热力设备安装工程,中(高)压锅炉炉墙砌筑,是,粘土质隔热耐火砖,fuzzy_name,67.5,
030206001,030206001,烟道,热力设备安装工程,中(高)压锅炉烟、风、煤管道安装,否,,,,待补全
030206002,030206002,热风道,热力设备安装工程,中(高)压锅炉烟、风、煤管道安装,否,,,,待补全
030206003,030206003,冷风道,热力设备安装工程,中(高)压锅炉烟、风、煤管道安装,否,,,,待补全
030206004,030206004,制粉管道,热力设备安装工程,中(高)压锅炉烟、风、煤管道安装,否,,,,待补全
030206005,030206005,送粉管道,热力设备安装工程,中(高)压锅炉烟、风、煤管道安装,否,,,,待补全
030206006,030206006,原煤管道,热力设备安装工程,中(高)压锅炉烟、风、煤管道安装,否,,,,待补全
030204001,030204001,除尘器,热力设备安装工程,中(高)压锅炉除尘装置安装,否,,,,待补全
030203001,030203001,送、引风机,热力设备安装工程,中(高)压锅炉风机安装,否,,,,待补全
030203002,030203002,排粉风机,热力设备安装工程,中(高)压锅炉风机安装,是,排风机,fuzzy_name,85.7,
030203003,030203003,石灰石粉输送风机,热力设备安装工程,中(高)压锅炉风机安装,是,送风机,partial_match,87.5,
030203004,030203004,回料(流化)风机,热力设备安装工程,中(高)压锅炉风机安装,是,风机箱,fuzzy_name,72.0,
030225001,030225001,成套整装锅炉,热力设备安装工程,低压锅炉本体设备安装,否,,,,待补全
030225002,030225002,组装锅炉,热力设备安装工程,低压锅炉本体设备安装,否,,,,待补全
030225003,030225003,散装锅炉,热力设备安装工程,低压锅炉本体设备安装,否,,,,待补全
030225006,030225006,齿轮式破碎机,热力设备安装工程,低压锅炉本体设备安装,否,,,,待补全
030226001,030226001,除尘器,热力设备安装工程,低压锅炉附属及辅助设备安装,是,水锤消除器,fuzzy_name,72.0,
030226002,030226002,水处理设备,热力设备安装工程,低压锅炉附属及辅助设备安装,是,臭氧水处理设备,partial_match,89.3,
030226003,030226003,换热器,热力设备安装工程,低压锅炉附属及辅助设备安装,是,换热器,exact_name,100.0,
030226004,030226004,输煤设备(上煤机),热力设备安装工程,低压锅炉附属及辅助设备安装,否,,,,待补全
030226005,030226005,除渣机,热力设备安装工程,低压锅炉附属及辅助设备安装,是,除湿机,fuzzy_name,66.7,
030220001,030220001,凝结水处理设备,热力设备安装工程,凝结水处理系统设备安装,否,,,,待补全
030217001,030217001,反渗透处理系统,热力设备安装工程,化学水预处理系统设备安装,否,,,,待补全
030217002,030217002,凝聚澄清过滤系统,热力设备安装工程,化学水预处理系统设备安装,否,,,,待补全
030212001,030212001,抓斗,热力设备安装工程,卸煤设备安装,否,,,,待补全
030212002,030212002,斗链式卸煤机,热力设备安装工程,卸煤设备安装,否,,,,待补全
030229001,030229001,燃烧炉、灼烧炉,热力设备安装工程,工业炉安装,否,,,,待补全
030229002,030229002,裂解炉,热力设备安装工程,工业炉安装,否,,,,待补全
030229003,030229003,转化炉,热力设备安装工程,工业炉安装,否,,,,待补全
030229004,030229004,化肥装置加热炉,热力设备安装工程,工业炉安装,否,,,,待补全
030229005,030229005,芳烃装置加热炉,热力设备安装工程,工业炉安装,否,,,,待补全
030229006,030229006,炼油厂加热炉,热力设备安装工程,工业炉安装,否,,,,待补全
030229007,030229007,废热锅炉,热力设备安装工程,工业炉安装,否,,,,待补全
030229008,030229008,电弧炼钢炉,热力设备安装工程,工业炉安装,否,,,,待补全
030229009,030229009,无芯工频感应电炉,热力设备安装工程,工业炉安装,是,电炉丝,fuzzy_name,72.0,
030229010,030229010,电阻炉,热力设备安装工程,工业炉安装,是,电炉丝,fuzzy_name,66.7,
030229011,030229011,真空炉,热力设备安装工程,工业炉安装,是,真空隔离闸板阀,fuzzy_name,72.0,
030229012,030229012,高频及中频感应炉,热力设备安装工程,工业炉安装,否,,,,待补全
030229013,030229013,冲天炉,热力设备安装工程,工业炉安装,否,,,,待补全
030229014,030229014,加热炉,热力设备安装工程,工业炉安装,否,,,,待补全
030229015,030229015,热处理炉,热力设备安装工程,工业炉安装,否,,,,待补全
030229016,030229016,解体结构井式热处理炉,热力设备安装工程,工业炉安装,否,,,,待补全
030221001,030221001,循环水处理及加药设备,热力设备安装工程,循环水处理系统设备安装,否,,,,待补全
030216001,030216001,负压风机,热力设备安装工程,气力除灰设备安装,是,混流式消防加压风机,fuzzy_name,77.1,
030216002,030216002,灰斗气化风机(包括气化板),热力设备安装工程,气力除灰设备安装,是,大灰斗,fuzzy_name,72.0,
030216003,030216003,布袋收尘器,热力设备安装工程,气力除灰设备安装,是,吸尘器,fuzzy_name,72.0,
030216004,030216004,袋式排气过滤器,热力设备安装工程,气力除灰设备安装,是,过滤器,partial_match,88.6,
030216005,030216005,加热器,热力设备安装工程,气力除灰设备安装,是,电加热器,partial_match,90.0,
030216006,030216006,回转式给料机,热力设备安装工程,气力除灰设备安装,否,,,,待补全
030216007,030216007,空气斜槽,热力设备安装工程,气力除灰设备安装,否,,,,待补全
030216008,030216008,电动灰斗闸板门,热力设备安装工程,气力除灰设备安装,否,,,,待补全
030216009,030216009,锁气器,热力设备安装工程,气力除灰设备安装,否,,,,待补全
030216010,030216010,灰(渣)仓,热力设备安装工程,气力除灰设备安装,否,,,,待补全
030209001,030209001,汽轮机,热力设备安装工程,汽轮发电机本体安装,否,,,,待补全
030209002,030209002,发电机、励磁机,热力设备安装工程,汽轮发电机本体安装,否,,,,待补全
030209003,030209003,汽轮发电机组空负荷试运,热力设备安装工程,汽轮发电机本体安装,否,,,,待补全
030210001,030210001,凝汽器,热力设备安装工程,汽轮发电机辅助设备安装,否,,,,待补全
030210002,030210002,加热器,热力设备安装工程,汽轮发电机辅助设备安装,否,,,,待补全
030210003,030210003,抽气器,热力设备安装工程,汽轮发电机辅助设备安装,否,,,,待补全
030210004,030210004,油箱和油系统设备,热力设备安装工程,汽轮发电机辅助设备安装,否,,,,待补全
030211001,030211001,除氧器及水箱,热力设备安装工程,汽轮发电机附属设备安装,否,,,,待补全
030211002,030211002,电动给水泵,热力设备安装工程,汽轮发电机附属设备安装,否,,,,待补全
030211003,030211003,循环水泵,热力设备安装工程,汽轮发电机附属设备安装,否,,,,待补全
030211004,030211004,凝结水泵,热力设备安装工程,汽轮发电机附属设备安装,否,,,,待补全
030211005,030211005,机械真空泵,热力设备安装工程,汽轮发电机附属设备安装,否,,,,待补全
030211006,030211006,胶球清洗装置,热力设备安装工程,汽轮发电机附属设备安装,否,,,,待补全
030211007,030211007,减温减压装置,热力设备安装工程,汽轮发电机附属设备安装,是,测压装置,fuzzy_name,77.1,
030211008,030211008,空冷设备,热力设备安装工程,汽轮发电机附属设备安装,否,,,,待补全
030211009,030211009,循环水泵房入口设备,热力设备安装工程,汽轮发电机附属设备安装,是,循环水泵,partial_match,88.9,
030213001,030213001,斗轮堆取料机,热力设备安装工程,煤场设备安装,否,,,,待补全
030213002,030213002,门式滚轮堆取料机,热力设备安装工程,煤场设备安装,否,,,,待补全
030213003,030213003,煤(料)仓,热力设备安装工程,煤场设备安装,否,,,,待补全
